id_mahasiswa;Marital_status;Application_mode;Application_order;Course;Daytime_evening_attendance;Previous_qualification;Previous_qualification_grade;Nacionality;Mothers_qualification;Fathers_qualification;Mothers_occupation;Fathers_occupation;Admission_grade;Displaced;Educational_special_needs;Debtor;Tuition_fees_up_to_date;Gender;Scholarship_holder;Age_at_enrollment;International;Curricular_units_1st_sem_credited;Curricular_units_1st_sem_enrolled;Curricular_units_1st_sem_evaluations;Curricular_units_1st_sem_approved;Curricular_units_1st_sem_grade;Curricular_units_1st_sem_without_evaluations;Curricular_units_2nd_sem_credited;Curricular_units_2nd_sem_enrolled;Curricular_units_2nd_sem_evaluations;Curricular_units_2nd_sem_approved;Curricular_units_2nd_sem_grade;Curricular_units_2nd_sem_without_evaluations;Unemployment_rate;Inflation_rate;GDP;Status;skor_gerbang;pita_gerbang;skor_tahun_pertama;pita_tahun_pertama;asal_skor
MHS2747;1;1;1;9500;1;1;106.0;1;37;38;191;163;102.2;1;0;1;1;1;0;20;0;0;7;7;7;12.401428571428571;0;0;8;10;6;11.808333333333332;0;11.1;0.6;2.02;Enrolled;0.2385;Prioritas;0.239;Aman;mahasiswa aktif
MHS2748;1;42;1;9003;1;1;130.0;1;3;2;2;6;105.3;0;0;0;0;1;0;36;0;0;6;8;0;0.0;0;0;6;10;0;0.0;0;16.2;0.3;-0.92;Dropout;0.948;Kritis;0.9796;Kritis;validasi silang
MHS2749;2;39;1;9991;0;1;110.0;1;37;37;9;9;130.0;0;0;0;0;1;0;42;0;0;4;4;0;0.0;0;0;5;0;0;0.0;0;12.7;3.7;-1.7;Dropout;0.9585;Kritis;0.9801;Kritis;data uji
MHS2750;2;39;1;9991;0;1;150.0;1;37;37;9;7;122.5;0;0;0;1;1;0;47;0;0;5;9;4;11.5;0;0;5;6;5;11.6;1;7.6;2.6;0.32;Dropout;0.6712;Kritis;0.1173;Aman;validasi silang
MHS2751;1;39;1;9119;1;1;160.0;1;1;38;4;7;112.0;0;0;0;0;1;0;25;0;0;5;8;0;0.0;0;0;5;5;0;0.0;0;9.4;-0.8;-3.12;Dropout;0.9874;Kritis;0.9795;Kritis;validasi silang
MHS2752;1;39;1;9670;1;12;170.0;1;1;37;3;5;110.0;0;0;0;1;1;1;25;0;0;6;8;6;14.142857142857142;0;0;6;6;6;13.5;0;15.5;2.8;-4.06;Graduate;0.5485;Prioritas;0.0339;Aman;validasi silang
MHS2753;2;39;1;8014;0;19;133.1;1;19;37;6;8;149.5;0;0;0;1;1;0;48;0;0;6;6;0;0.0;0;0;5;6;0;0.0;0;12.4;0.5;1.79;Dropout;0.2367;Prioritas;0.9796;Kritis;validasi silang
MHS2754;1;43;1;9991;0;1;120.0;1;38;38;9;7;141.0;0;0;0;1;1;1;32;0;5;10;12;10;13.8;0;5;10;10;10;12.8;0;10.8;1.4;1.74;Graduate;0.1501;Aman;0.0574;Aman;validasi silang
MHS2755;1;7;1;9991;0;40;130.0;1;38;38;9;7;130.0;0;0;0;1;1;0;38;0;10;10;10;10;13.6;0;5;10;10;5;13.6;0;8.9;1.4;3.51;Dropout;0.4654;Prioritas;0.441;Prioritas;validasi silang
MHS2756;1;7;1;9238;1;40;130.0;1;37;37;5;5;130.0;0;0;0;1;1;0;37;0;11;16;23;15;11.733333333333333;0;6;11;17;9;11.88888888888889;0;15.5;2.8;-4.06;Graduate;0.5962;Prioritas;0.2385;Aman;validasi silang
MHS2757;1;39;2;9147;1;1;120.0;1;37;37;9;9;104.0;0;0;0;0;1;0;26;0;0;5;8;1;10.0;0;0;5;9;1;10.0;0;10.8;1.4;1.74;Dropout;0.9721;Kritis;0.9794;Kritis;validasi silang
MHS2758;1;44;1;9085;1;39;110.0;1;3;5;2;2;110.0;0;0;0;1;1;0;23;0;0;6;19;0;0.0;0;0;6;6;0;0.0;0;13.9;-0.3;0.79;Dropout;0.4833;Prioritas;0.9796;Kritis;validasi silang
MHS2759;1;44;1;9003;1;39;120.0;1;38;19;3;5;120.0;0;0;0;1;1;0;23;0;0;6;6;0;0.0;0;0;6;8;0;0.0;0;15.5;2.8;-4.06;Enrolled;0.3814;Prioritas;0.9801;Kritis;mahasiswa aktif
MHS2760;1;44;1;9003;1;39;130.0;1;2;3;9;6;130.0;0;0;0;1;1;0;20;0;0;6;12;4;10.8;0;0;6;13;4;12.0;0;12.4;0.5;1.79;Enrolled;0.2066;Aman;0.9097;Kritis;mahasiswa aktif
MHS2761;1;39;1;9500;1;4;150.0;1;3;38;3;7;127.0;1;0;0;1;1;0;26;0;2;7;8;6;13.046666666666669;0;2;8;10;7;13.30625;0;11.1;0.6;2.02;Dropout;0.3192;Prioritas;0.1517;Aman;data uji
MHS2762;1;43;1;8014;0;1;120.0;1;37;37;9;5;100.0;0;0;0;1;0;0;45;0;5;9;13;8;11.0;0;3;7;10;6;10.833333333333334;0;12.7;3.7;-1.7;Enrolled;0.2412;Prioritas;0.1195;Aman;mahasiswa aktif
MHS2763;1;39;1;8014;0;19;100.0;1;37;37;5;5;111.0;1;0;0;1;0;1;26;0;0;6;10;3;12.333333333333334;0;0;6;14;3;11.666666666666666;0;7.6;2.6;0.32;Enrolled;0.1121;Aman;0.8745;Kritis;mahasiswa aktif
MHS2764;1;43;1;8014;0;3;133.1;1;9;9;90;90;130.0;0;0;0;1;0;0;26;0;8;11;16;10;11.8;0;3;7;7;7;13.285714285714286;0;7.6;2.6;0.32;Graduate;0.5975;Prioritas;0.0835;Aman;validasi silang
MHS2765;1;39;1;9991;0;1;130.0;1;37;37;9;9;130.1;0;0;0;1;0;0;25;0;0;5;8;3;11.0;0;0;5;8;3;11.25;0;10.8;1.4;1.74;Enrolled;0.4705;Prioritas;0.9475;Kritis;mahasiswa aktif
MHS2766;1;16;4;9500;1;1;145.0;1;1;1;4;4;127.5;1;0;0;1;0;0;18;0;0;8;8;8;13.11;0;0;8;8;8;13.11;0;9.4;-0.8;-3.12;Graduate;0.1829;Aman;0.0379;Aman;data uji
MHS2767;1;7;1;9500;1;3;130.0;1;37;37;7;7;130.0;1;0;0;1;0;0;27;0;0;8;8;7;14.414285714285716;0;0;8;8;7;14.414285714285716;0;12.7;3.7;-1.7;Graduate;0.4801;Prioritas;0.0416;Aman;validasi silang
MHS2768;6;17;3;8014;0;1;115.0;1;19;1;5;90;115.0;0;0;0;0;0;0;24;0;0;5;5;0;0.0;0;0;5;10;0;0.0;0;10.8;1.4;1.74;Dropout;0.8488;Kritis;0.9788;Kritis;validasi silang
MHS2769;1;17;1;9147;1;1;124.0;1;38;19;6;10;126.8;1;0;0;1;0;0;20;0;0;5;8;5;12.333333333333334;0;0;5;7;5;12.2;0;15.5;2.8;-4.06;Graduate;0.3394;Prioritas;0.0352;Aman;validasi silang
MHS2770;1;1;1;9500;1;1;124.0;1;1;19;9;8;116.7;1;0;0;1;0;1;18;0;0;7;9;0;0.0;0;0;7;8;1;10.0;0;15.5;2.8;-4.06;Dropout;0.048;Aman;0.9715;Kritis;validasi silang
MHS2771;1;17;6;9556;1;1;134.0;1;19;38;7;7;128.5;1;0;0;1;0;1;18;0;0;7;9;7;14.1;0;0;8;8;8;13.3125;0;12.7;3.7;-1.7;Graduate;0.1949;Aman;0.0356;Aman;validasi silang
MHS2772;1;1;4;9500;1;1;137.0;1;37;37;9;9;127.5;1;0;0;1;0;0;18;0;0;8;8;8;13.045;0;0;8;8;8;13.045;0;9.4;-0.8;-3.12;Graduate;0.1217;Aman;0.032;Aman;validasi silang
MHS2773;1;1;1;9500;1;1;124.0;1;19;37;3;8;117.5;1;0;0;1;1;0;19;0;0;8;10;5;12.858;3;0;8;10;5;12.858;3;9.4;-0.8;-3.12;Enrolled;0.191;Aman;0.8286;Kritis;mahasiswa aktif
MHS2774;1;42;3;9500;1;1;136.0;1;1;1;4;4;148.8;1;0;0;1;0;1;19;0;0;8;8;8;14.2525;0;0;8;8;8;14.2525;0;9.4;-0.8;-3.12;Graduate;0.0637;Aman;0.0344;Aman;data uji
MHS2775;1;1;4;9500;1;1;126.0;1;12;1;5;10;120.2;0;0;0;1;0;1;19;0;0;7;9;5;14.06;0;0;7;9;7;11.242857142857142;0;12.4;0.5;1.79;Enrolled;0.0679;Aman;0.0948;Aman;mahasiswa aktif
MHS2776;1;1;4;9500;1;1;142.0;1;38;37;9;5;127.3;1;0;0;1;0;0;18;0;0;8;8;7;15.075714285714286;0;0;8;8;7;15.075714285714286;0;10.8;1.4;1.74;Graduate;0.1029;Aman;0.0315;Aman;validasi silang
MHS2777;1;17;2;171;1;1;141.0;1;19;37;9;9;136.1;1;0;0;1;0;1;18;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;12.7;3.7;-1.7;Enrolled;0.1384;Aman;0.3295;Aman;mahasiswa aktif
MHS2778;1;43;2;9670;1;1;129.0;1;3;3;5;5;122.4;1;0;0;1;0;0;19;0;0;5;5;4;13.75;0;0;6;9;5;12.6;0;12.7;3.7;-1.7;Enrolled;0.2544;Prioritas;0.0991;Aman;mahasiswa aktif
MHS2779;1;7;0;9003;1;3;130.0;1;1;37;4;9;130.0;1;0;0;1;0;0;23;0;10;17;28;17;13.15;2;8;12;22;12;13.214285714285714;0;15.5;2.8;-4.06;Graduate;0.3746;Prioritas;0.0585;Aman;data uji
MHS2780;1;1;2;9238;1;1;136.0;1;19;19;4;7;121.7;1;0;0;1;0;1;21;0;0;6;9;5;12.333333333333334;0;0;6;7;5;11.8;0;13.9;-0.3;0.79;Graduate;0.0511;Aman;0.0936;Aman;validasi silang
MHS2781;1;1;3;9500;1;1;137.0;1;38;38;5;7;122.7;1;0;0;1;0;1;18;0;0;7;8;7;13.778571428571428;0;0;8;10;8;13.122222222222222;0;16.2;0.3;-0.92;Graduate;0.0401;Aman;0.0371;Aman;validasi silang
MHS2782;1;1;1;9853;1;1;125.0;1;34;37;9;9;129.2;1;0;1;0;0;0;20;0;0;6;12;3;10.333333333333334;0;0;6;14;1;11.0;0;10.8;1.4;1.74;Dropout;0.9839;Kritis;0.9793;Kritis;validasi silang
MHS2783;1;43;1;9773;1;1;119.0;1;19;37;5;5;105.0;1;0;0;1;0;0;23;0;0;6;11;3;11.333333333333334;0;0;6;7;2;11.0;0;16.2;0.3;-0.92;Enrolled;0.4659;Prioritas;0.9778;Kritis;mahasiswa aktif
MHS2784;1;1;1;9238;1;1;132.0;1;37;37;9;7;129.9;1;0;0;1;0;0;20;0;0;6;7;5;13.2;0;0;6;6;6;12.666666666666666;0;10.8;1.4;1.74;Enrolled;0.106;Aman;0.0329;Aman;mahasiswa aktif
MHS2785;1;1;1;9070;1;1;152.0;1;37;37;5;7;136.3;0;0;0;1;0;1;18;0;1;6;8;6;13.571428571428571;1;0;6;11;6;12.375;0;13.9;-0.3;0.79;Graduate;0.0612;Aman;0.037;Aman;validasi silang
MHS2786;1;1;1;8014;0;1;125.0;1;37;37;9;7;114.9;0;0;0;1;0;0;29;0;8;11;14;11;12.75;0;3;7;7;7;13.428571428571429;0;9.4;-0.8;-3.12;Graduate;0.1225;Aman;0.0519;Aman;validasi silang
MHS2787;1;39;1;9773;1;9;133.1;1;38;1;5;4;102.0;1;0;0;1;1;0;28;0;0;6;11;3;13.0;0;0;6;15;1;12.0;0;7.6;2.6;0.32;Dropout;0.7468;Kritis;0.9771;Kritis;validasi silang
MHS2788;1;1;3;9670;1;1;120.0;1;37;37;7;7;111.3;1;0;0;1;1;0;19;0;0;5;7;3;11.333333333333334;0;0;5;7;4;11.0;0;9.4;-0.8;-3.12;Enrolled;0.4094;Prioritas;0.6302;Prioritas;mahasiswa aktif
MHS2789;1;39;1;9670;1;1;148.0;1;19;19;7;7;130.9;0;0;1;0;1;0;24;0;0;6;12;0;0.0;0;0;6;9;0;0.0;0;10.8;1.4;1.74;Dropout;0.9836;Kritis;0.9799;Kritis;data uji
MHS2790;1;39;1;171;1;1;133.1;1;37;37;9;7;100.0;0;0;1;1;1;1;33;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;15.5;2.8;-4.06;Dropout;0.8;Kritis;0.8407;Kritis;data uji
MHS2791;1;17;1;9147;1;1;115.0;1;19;37;5;7;112.9;1;0;0;0;1;0;19;0;0;5;7;2;12.5;0;0;5;13;1;11.0;0;9.4;-0.8;-3.12;Dropout;0.9512;Kritis;0.9794;Kritis;validasi silang
MHS2792;1;1;1;9085;1;1;120.0;1;38;19;9;3;112.7;0;0;0;1;1;0;19;0;0;6;7;6;14.857142857142858;0;0;6;8;6;14.142857142857142;0;11.1;0.6;2.02;Graduate;0.2477;Prioritas;0.0335;Aman;validasi silang
MHS2793;4;39;1;8014;0;1;133.1;1;37;37;7;7;143.0;0;0;0;1;1;0;37;0;3;9;13;8;12.0;0;2;7;8;7;11.571428571428571;0;12.7;3.7;-1.7;Graduate;0.5115;Prioritas;0.0481;Aman;validasi silang
MHS2794;1;1;1;171;1;1;168.0;1;38;37;9;8;155.1;1;0;1;0;1;1;18;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;12.7;3.7;-1.7;Graduate;0.8738;Kritis;0.912;Kritis;validasi silang
MHS2795;4;39;1;9991;0;1;130.0;1;37;37;9;9;127.6;0;0;0;1;1;0;29;0;0;5;5;0;0.0;0;0;5;5;0;0.0;0;7.6;2.6;0.32;Enrolled;0.6294;Prioritas;0.9801;Kritis;mahasiswa aktif
MHS2796;2;39;1;9500;1;38;133.1;1;37;37;9;3;146.6;0;0;0;1;1;0;37;0;0;7;8;7;12.828571428571427;0;0;8;8;8;12.6875;0;13.9;-0.3;0.79;Graduate;0.2894;Prioritas;0.0366;Aman;data uji
MHS2797;1;39;1;9500;1;1;137.0;1;37;37;9;9;141.0;0;0;0;1;1;0;36;0;0;7;0;0;0.0;0;0;8;0;0;0.0;0;12.4;0.5;1.79;Dropout;0.4104;Prioritas;0.9801;Kritis;data uji
MHS2798;1;1;2;9670;1;1;123.0;1;1;38;7;7;120.6;1;0;0;1;1;0;19;0;0;6;6;6;13.333333333333334;0;0;6;8;5;14.0;0;8.9;1.4;3.51;Graduate;0.276;Prioritas;0.0547;Aman;data uji
MHS2799;1;42;1;9500;1;1;150.0;1;19;1;9;3;110.0;1;0;0;1;1;1;33;0;6;14;20;14;13.072857142857144;6;6;14;20;14;13.072857142857144;6;9.4;-0.8;-3.12;Graduate;0.164;Aman;0.0631;Aman;validasi silang
MHS2800;1;42;1;9119;1;1;120.0;1;1;1;5;7;108.6;0;0;0;0;1;0;34;0;2;7;13;5;12.0;0;2;7;7;3;11.0;0;15.5;2.8;-4.06;Dropout;0.9908;Kritis;0.9777;Kritis;validasi silang
MHS2801;1;1;1;9254;1;1;145.0;1;3;19;3;8;134.9;1;0;0;1;0;0;18;0;0;6;6;6;15.5;0;0;6;6;6;16.0;0;12.4;0.5;1.79;Graduate;0.2306;Prioritas;0.0429;Aman;validasi silang
MHS2802;1;44;1;9130;1;39;120.0;1;3;1;2;4;120.0;1;0;0;1;0;0;20;0;0;6;6;0;0.0;0;0;6;6;0;0.0;0;12.4;0.5;1.79;Dropout;0.6036;Prioritas;0.9795;Kritis;validasi silang
MHS2803;1;1;1;9773;1;1;142.0;1;19;37;4;7;141.3;0;0;0;1;0;1;19;0;0;6;7;6;14.714285714285714;0;0;6;6;6;15.166666666666666;0;13.9;-0.3;0.79;Graduate;0.0702;Aman;0.0289;Aman;data uji
MHS2804;1;1;3;9085;1;1;147.0;1;19;19;9;1;135.6;1;0;0;1;0;0;20;0;0;6;7;6;16.714285714285715;0;0;6;6;6;15.333333333333334;0;13.9;-0.3;0.79;Graduate;0.1574;Aman;0.0543;Aman;validasi silang
MHS2805;1;1;1;9238;1;1;125.0;1;19;19;9;9;121.5;1;0;0;1;0;1;19;0;0;6;9;6;10.857142857142858;0;0;6;7;6;11.666666666666666;0;12.4;0.5;1.79;Graduate;0.0295;Aman;0.035;Aman;validasi silang
MHS2806;1;1;4;9500;1;1;126.0;1;19;19;9;9;125.0;1;0;0;1;0;0;19;0;0;7;8;6;11.658333333333331;0;0;8;11;6;12.416666666666666;0;12.4;0.5;1.79;Graduate;0.1222;Aman;0.2247;Aman;validasi silang
MHS2807;1;18;2;9773;1;1;132.0;24;37;19;9;7;119.1;1;0;0;1;0;1;22;1;0;6;8;5;11.6;0;0;6;7;6;12.0;0;9.4;-0.8;-3.12;Graduate;0.06;Aman;0.0823;Aman;validasi silang
MHS2808;1;1;1;9670;1;1;122.0;1;12;12;5;7;126.6;1;0;0;1;0;0;18;0;0;6;8;6;14.625;0;0;6;9;6;14.142857142857142;0;11.1;0.6;2.02;Enrolled;0.2223;Prioritas;0.0486;Aman;mahasiswa aktif
MHS2809;1;1;1;9773;1;1;123.0;1;1;38;9;9;116.7;0;0;0;1;0;1;18;0;0;6;6;6;12.166666666666666;0;0;6;8;6;12.666666666666666;0;12.4;0.5;1.79;Graduate;0.0551;Aman;0.0324;Aman;validasi silang
MHS2810;1;1;3;9500;1;1;126.0;1;1;19;131;181;120.1;1;0;0;1;0;0;19;0;0;7;12;4;13.375;0;0;7;8;6;12.116666666666667;0;12.4;0.5;1.79;Enrolled;0.0801;Aman;0.2262;Aman;mahasiswa aktif
MHS2811;1;1;1;9853;1;1;128.0;1;38;37;9;9;124.9;0;0;0;1;0;1;19;0;0;6;6;6;12.5;0;0;6;6;6;12.833333333333334;0;12.7;3.7;-1.7;Graduate;0.1421;Aman;0.0367;Aman;validasi silang
MHS2812;1;39;1;9500;1;1;100.0;1;19;1;1;90;114.0;1;0;1;0;0;0;31;0;0;7;8;5;12.56;0;0;7;8;5;12.56;0;7.6;2.6;0.32;Dropout;0.9638;Kritis;0.964;Kritis;validasi silang
MHS2813;1;17;5;9500;1;1;140.0;1;1;1;4;3;131.1;1;0;0;1;0;0;18;0;0;7;7;7;13.19;0;0;8;8;8;14.23125;0;11.1;0.6;2.02;Graduate;0.2109;Aman;0.1627;Aman;validasi silang
MHS2814;1;1;1;9238;1;1;145.0;1;1;19;9;9;129.3;0;0;1;1;0;1;19;0;0;6;11;3;11.0;0;0;6;9;4;11.25;0;10.8;1.4;1.74;Graduate;0.0563;Aman;0.7896;Kritis;validasi silang
MHS2815;1;1;1;171;1;1;143.0;1;3;38;2;10;129.7;1;0;0;1;0;0;18;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;13.9;-0.3;0.79;Graduate;0.2665;Prioritas;0.5833;Prioritas;data uji
MHS2816;1;17;1;9238;1;1;132.0;1;37;38;9;5;120.8;0;0;0;1;0;1;19;0;0;6;11;5;11.6;0;0;6;10;6;11.714285714285714;0;15.5;2.8;-4.06;Graduate;0.0745;Aman;0.0366;Aman;validasi silang
MHS2817;1;1;1;9500;1;1;130.0;1;19;19;9;6;135.0;0;0;0;1;0;0;19;0;0;7;7;6;14.266666666666666;0;0;7;7;6;14.266666666666666;0;7.6;2.6;0.32;Graduate;0.0695;Aman;0.028;Aman;validasi silang
MHS2818;1;1;1;9147;1;1;129.0;1;37;37;9;7;117.8;0;0;0;1;0;1;19;0;0;5;6;4;11.0;0;0;5;9;4;13.857142857142858;0;10.8;1.4;1.74;Enrolled;0.1067;Aman;0.0431;Aman;mahasiswa aktif
MHS2819;2;7;1;8014;0;3;124.4;1;37;34;0;0;130.0;0;0;0;1;0;0;30;0;8;10;11;9;12.666666666666666;0;3;7;7;7;12.428571428571429;1;7.6;2.6;0.32;Graduate;0.3792;Prioritas;0.0779;Aman;validasi silang
MHS2820;1;43;1;9773;1;1;127.0;1;19;1;5;5;117.6;1;0;0;1;0;0;18;0;0;6;6;0;0.0;0;0;6;10;3;11.0;0;16.2;0.3;-0.92;Enrolled;0.4446;Prioritas;0.9683;Kritis;mahasiswa aktif
MHS2821;1;18;6;9500;1;1;144.0;1;1;1;3;6;130.8;1;0;0;1;0;0;18;0;0;8;11;7;12.771428571428572;0;0;8;11;7;12.771428571428572;0;12.7;3.7;-1.7;Graduate;0.0858;Aman;0.042;Aman;validasi silang
MHS2822;1;18;5;9085;1;1;121.0;1;5;3;2;3;111.9;1;0;0;1;0;0;21;0;0;5;12;0;0.0;3;0;5;5;0;0.0;0;12.7;3.7;-1.7;Dropout;0.4066;Prioritas;0.9791;Kritis;data uji
MHS2823;1;44;1;9238;1;1;150.0;1;1;38;4;9;145.9;0;0;0;1;0;1;19;0;3;6;6;6;15.5;0;2;6;7;6;13.571428571428571;0;13.9;-0.3;0.79;Graduate;0.0476;Aman;0.0283;Aman;validasi silang
MHS2824;1;17;1;9670;1;1;115.0;1;1;1;4;4;109.1;1;0;0;1;0;1;19;0;0;6;7;6;13.285714285714286;0;0;6;9;5;14.6;0;12.4;0.5;1.79;Enrolled;0.1439;Aman;0.0428;Aman;mahasiswa aktif
MHS2825;1;1;5;9500;1;1;125.0;1;3;19;4;8;120.3;1;0;0;1;0;0;19;0;0;7;11;5;11.716666666666669;0;0;7;8;5;13.7;0;13.9;-0.3;0.79;Enrolled;0.1458;Aman;0.322;Aman;mahasiswa aktif
MHS2826;1;17;1;9130;1;1;117.0;1;19;19;4;4;113.5;1;0;0;1;0;0;19;0;0;6;8;6;11.333333333333334;0;0;6;12;4;13.75;0;8.9;1.4;3.51;Dropout;0.5093;Prioritas;0.083;Aman;data uji
MHS2827;1;1;2;9670;1;1;121.0;1;1;19;4;7;135.4;1;0;0;1;0;1;19;0;0;6;6;6;13.333333333333334;0;0;6;10;5;13.4;0;8.9;1.4;3.51;Graduate;0.0348;Aman;0.0819;Aman;validasi silang
MHS2828;2;39;1;9991;0;1;140.0;1;37;37;9;6;130.2;0;0;0;1;0;1;39;0;0;5;13;4;12.333333333333334;0;0;5;14;2;10.0;4;16.2;0.3;-0.92;Graduate;0.1712;Aman;0.8571;Kritis;data uji
MHS2829;1;1;2;9070;1;1;129.0;1;3;4;2;2;136.4;1;0;0;1;0;0;18;0;0;6;6;6;12.333333333333334;0;0;6;6;6;12.833333333333334;0;7.6;2.6;0.32;Enrolled;0.1489;Aman;0.0775;Aman;mahasiswa aktif
MHS2830;1;17;1;171;1;1;130.0;1;3;1;9;9;126.9;1;0;0;1;0;0;20;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;12.7;3.7;-1.7;Dropout;0.4116;Prioritas;0.8661;Kritis;data uji
MHS2831;1;17;5;9147;1;1;131.0;1;19;38;3;10;119.8;1;0;0;1;0;0;19;0;0;5;8;5;12.6;0;0;5;9;4;11.6;0;8.9;1.4;3.51;Graduate;0.3544;Prioritas;0.0689;Aman;validasi silang
MHS2832;1;17;3;9147;1;1;137.0;1;1;1;4;7;124.4;1;0;0;1;0;0;18;0;0;5;5;5;12.6;0;0;5;5;4;11.0;0;11.1;0.6;2.02;Enrolled;0.4534;Prioritas;0.0674;Aman;mahasiswa aktif
MHS2833;2;39;1;9003;1;1;150.0;1;3;3;2;2;120.0;0;0;1;0;0;0;34;0;1;6;10;6;14.333333333333334;0;0;6;9;6;12.833333333333334;0;11.1;0.6;2.02;Enrolled;0.9436;Kritis;0.516;Prioritas;mahasiswa aktif
MHS2834;1;1;2;9670;1;1;117.0;1;37;37;9;9;111.8;0;0;0;1;0;0;22;0;0;5;8;3;12.0;0;0;5;9;2;11.0;1;7.6;2.6;0.32;Enrolled;0.1617;Aman;0.9605;Kritis;mahasiswa aktif
MHS2835;1;39;1;9085;1;1;133.1;1;19;19;7;7;130.0;1;0;0;1;0;0;24;0;0;6;7;6;14.857142857142858;0;0;6;10;5;13.6;0;13.9;-0.3;0.79;Graduate;0.5058;Prioritas;0.0557;Aman;validasi silang
MHS2836;2;43;1;9147;1;1;130.0;1;19;37;7;10;138.0;0;0;0;1;0;0;34;0;12;15;17;12;11.916666666666666;0;11;13;13;11;13.181818181818182;0;7.6;2.6;0.32;Graduate;0.3151;Prioritas;0.3322;Aman;validasi silang
MHS2837;2;39;1;9991;0;1;110.0;1;34;34;0;0;114.6;1;0;0;1;0;0;46;0;0;5;5;0;0.0;0;0;5;5;0;0.0;0;7.6;2.6;0.32;Dropout;0.7971;Kritis;0.9795;Kritis;validasi silang
MHS2838;2;39;2;9147;1;1;140.0;1;37;37;9;8;108.0;0;0;0;1;0;0;50;0;0;5;12;3;13.333333333333334;1;0;5;8;5;12.2;0;9.4;-0.8;-3.12;Enrolled;0.6257;Prioritas;0.1105;Aman;mahasiswa aktif
MHS2839;1;39;1;9991;0;1;140.0;1;37;37;9;5;140.0;0;0;0;0;0;0;37;0;0;5;5;0;0.0;0;0;5;5;0;0.0;0;15.5;2.8;-4.06;Dropout;0.9513;Kritis;0.9795;Kritis;validasi silang
MHS2840;1;1;2;9085;1;1;148.0;1;38;19;4;9;134.7;1;0;0;1;0;0;18;0;0;6;6;6;17.0;0;0;6;6;6;15.5;0;8.9;1.4;3.51;Graduate;0.13;Aman;0.0699;Aman;data uji
MHS2841;1;39;1;9085;1;1;130.0;1;37;37;6;6;110.0;0;0;0;1;0;1;25;0;0;6;13;3;11.666666666666666;0;0;6;14;2;11.333333333333334;0;11.1;0.6;2.02;Enrolled;0.1216;Aman;0.9341;Kritis;mahasiswa aktif
MHS2842;2;39;1;9003;1;1;140.0;1;37;37;9;6;104.8;0;0;0;1;0;0;46;0;14;19;24;19;12.210526315789474;0;11;13;13;13;11.384615384615383;0;15.5;2.8;-4.06;Graduate;0.3094;Prioritas;0.0433;Aman;validasi silang
MHS2843;2;39;1;9070;1;1;160.0;1;3;1;2;5;126.5;0;0;0;1;0;1;30;0;1;6;8;6;13.0;1;0;6;9;5;12.857142857142858;0;13.9;-0.3;0.79;Graduate;0.1454;Aman;0.0553;Aman;validasi silang
MHS2844;4;1;1;9991;0;1;130.0;1;37;37;9;9;118.1;0;0;1;0;0;0;37;0;0;5;0;0;0.0;0;0;5;0;0;0.0;0;12.7;3.7;-1.7;Dropout;0.9518;Kritis;0.9793;Kritis;validasi silang
MHS2845;2;39;1;9991;0;1;120.0;1;37;37;9;9;119.9;0;0;0;1;0;0;50;0;0;5;9;2;10.5;0;0;5;7;3;11.0;0;12.7;3.7;-1.7;Enrolled;0.5224;Prioritas;0.9659;Kritis;mahasiswa aktif
MHS2846;1;44;1;9003;1;39;160.0;1;38;38;9;6;160.0;1;0;0;1;0;0;20;0;0;6;7;6;13.571428571428571;0;0;6;9;6;12.714285714285714;0;12.4;0.5;1.79;Graduate;0.0885;Aman;0.0306;Aman;validasi silang
MHS2847;2;39;2;9556;1;12;133.1;1;34;34;99;99;100.5;0;0;0;1;0;0;39;0;0;3;7;1;14.0;0;0;2;4;0;0.0;0;11.1;0.6;2.02;Dropout;0.9051;Kritis;0.9772;Kritis;validasi silang
MHS2848;2;39;1;9773;1;19;133.1;1;37;37;9;6;110.0;0;0;0;0;0;0;53;0;0;5;5;0;0.0;0;0;4;5;0;0.0;0;15.5;2.8;-4.06;Dropout;0.9413;Kritis;0.9794;Kritis;validasi silang
MHS2849;2;42;1;9147;1;1;100.0;1;37;37;9;9;100.0;1;0;0;1;0;0;54;0;13;15;20;13;12.461538461538462;1;10;13;13;10;11.1;1;15.5;2.8;-4.06;Dropout;0.5601;Prioritas;0.322;Aman;validasi silang
MHS2850;1;44;1;9085;1;39;140.0;1;3;3;4;2;140.0;1;0;0;1;0;0;19;0;0;6;8;4;14.4;0;0;6;6;5;13.0;0;13.9;-0.3;0.79;Graduate;0.3078;Prioritas;0.1204;Aman;data uji
MHS2851;1;18;2;9773;1;1;109.0;1;1;1;4;4;109.0;1;0;0;0;0;0;20;0;0;6;6;0;0.0;0;0;6;0;0;0.0;0;8.9;1.4;3.51;Dropout;0.9058;Kritis;0.9795;Kritis;validasi silang
MHS2852;1;1;3;9773;1;1;130.0;1;1;37;4;5;120.9;1;0;1;1;0;0;18;0;0;6;6;6;14.333333333333334;0;0;6;6;6;14.166666666666666;0;8.9;1.4;3.51;Graduate;0.3838;Prioritas;0.0471;Aman;validasi silang
