id_mahasiswa;Course;Age_at_enrollment;Gender;Debtor;Tuition_fees_up_to_date;Scholarship_holder;program_studi;skor_gerbang;pita_gerbang;skor_tahun_pertama;pita_tahun_pertama;kenaikan_risiko
MHS0223;9853;19;0;0;1;0;Pendidikan Dasar;0.4817;Prioritas;0.22;Aman;-0.2617
MHS0696;9853;21;0;1;1;0;Pendidikan Dasar;0.7968;Kritis;0.2189;Aman;-0.5779
MHS0243;9119;20;1;0;1;0;Teknik Informatika;0.6456;Prioritas;0.2188;Aman;-0.4268
MHS0069;9853;22;0;0;1;0;Pendidikan Dasar;0.6599;Kritis;0.218;Aman;-0.4419
MHS0181;9070;21;0;0;1;0;Desain Komunikasi;0.2365;Prioritas;0.2141;Aman;-0.0224
MHS0714;9773;40;0;0;1;0;Jurnalisme dan Komunikasi;0.5683;Prioritas;0.2138;Aman;-0.3545
MHS0217;9085;19;0;0;1;0;Keperawatan Hewan;0.2859;Prioritas;0.2131;Aman;-0.0728
MHS0336;171;18;0;0;1;0;Desain Animasi dan Multimedia;0.1877;Aman;0.213;Aman;0.0253
MHS0468;9853;18;0;0;1;0;Pendidikan Dasar;0.5362;Prioritas;0.2108;Aman;-0.3254
MHS0133;171;19;1;1;1;0;Desain Animasi dan Multimedia;0.4907;Prioritas;0.2102;Aman;-0.2805
MHS0561;9670;19;0;0;1;1;Manajemen Periklanan dan Pemasaran;0.156;Aman;0.2084;Aman;0.0524
MHS0472;9147;18;1;0;1;1;Manajemen;0.2914;Prioritas;0.2043;Aman;-0.0871
MHS0189;9238;24;0;0;1;0;Pekerjaan Sosial;0.2398;Prioritas;0.2039;Aman;-0.0359
MHS0176;9853;18;0;0;1;1;Pendidikan Dasar;0.3029;Prioritas;0.1982;Aman;-0.1047
MHS0525;9147;41;0;0;1;0;Manajemen;0.4042;Prioritas;0.1982;Aman;-0.206
MHS0279;9670;19;1;0;1;0;Manajemen Periklanan dan Pemasaran;0.225;Prioritas;0.1938;Aman;-0.0312
MHS0249;9119;21;1;0;1;0;Teknik Informatika;0.6936;Kritis;0.1924;Aman;-0.5012
MHS0233;171;18;0;0;1;0;Desain Animasi dan Multimedia;0.2012;Aman;0.1884;Aman;-0.0128
MHS0686;9500;18;0;0;1;1;Keperawatan;0.036;Aman;0.1883;Aman;0.1523
MHS0658;9119;18;1;0;0;1;Teknik Informatika;0.8414;Kritis;0.188;Aman;-0.6534
MHS0740;9556;24;0;0;1;0;Kesehatan Gigi dan Mulut;0.5272;Prioritas;0.1859;Aman;-0.3413
MHS0013;171;19;1;0;1;1;Desain Animasi dan Multimedia;0.2507;Prioritas;0.1836;Aman;-0.0671
MHS0104;9147;20;1;0;1;0;Manajemen;0.5398;Prioritas;0.1836;Aman;-0.3562
MHS0236;9147;19;0;0;1;1;Manajemen;0.1135;Aman;0.1833;Aman;0.0698
MHS0310;171;19;1;1;1;0;Desain Animasi dan Multimedia;0.6151;Prioritas;0.1822;Aman;-0.4329
MHS0481;9254;27;1;0;1;0;Pariwisata;0.5715;Prioritas;0.182;Aman;-0.3895
MHS0578;9003;23;1;0;1;0;Agronomi;0.3719;Prioritas;0.1785;Aman;-0.1934
MHS0200;9500;19;0;0;1;0;Keperawatan;0.0896;Aman;0.1782;Aman;0.0886
MHS0793;9070;19;1;0;1;1;Desain Komunikasi;0.1423;Aman;0.178;Aman;0.0357
MHS0429;9773;19;1;0;1;0;Jurnalisme dan Komunikasi;0.3459;Prioritas;0.1772;Aman;-0.1687
MHS0660;9773;18;0;0;1;1;Jurnalisme dan Komunikasi;0.0775;Aman;0.1749;Aman;0.0974
MHS0280;9500;22;1;0;1;0;Keperawatan;0.3511;Prioritas;0.1749;Aman;-0.1762
MHS0566;9500;20;0;0;1;0;Keperawatan;0.1827;Aman;0.1731;Aman;-0.0096
MHS0613;9991;32;0;0;1;0;Manajemen (kelas malam);0.3099;Prioritas;0.1727;Aman;-0.1372
MHS0216;9670;18;0;0;1;0;Manajemen Periklanan dan Pemasaran;0.287;Prioritas;0.1706;Aman;-0.1164
MHS0451;9130;19;0;0;1;0;Manajemen Kuda;0.3863;Prioritas;0.1703;Aman;-0.216
MHS0638;9003;24;1;0;1;0;Agronomi;0.4276;Prioritas;0.1702;Aman;-0.2574
MHS0553;9670;20;1;0;1;0;Manajemen Periklanan dan Pemasaran;0.1992;Aman;0.1696;Aman;-0.0296
MHS0142;9853;18;0;0;1;0;Pendidikan Dasar;0.374;Prioritas;0.1693;Aman;-0.2047
MHS0678;9085;28;0;0;1;0;Keperawatan Hewan;0.2226;Prioritas;0.169;Aman;-0.0536
MHS0159;9254;21;0;0;1;0;Pariwisata;0.235;Prioritas;0.1688;Aman;-0.0662
MHS0192;9147;20;0;0;1;1;Manajemen;0.1063;Aman;0.1683;Aman;0.062
MHS0637;9500;20;1;0;1;0;Keperawatan;0.3233;Prioritas;0.1674;Aman;-0.1559
MHS0726;9670;18;0;0;1;1;Manajemen Periklanan dan Pemasaran;0.0545;Aman;0.1652;Aman;0.1107
MHS0539;9085;18;0;0;1;0;Keperawatan Hewan;0.2421;Prioritas;0.1651;Aman;-0.077
MHS0180;9853;19;0;0;1;0;Pendidikan Dasar;0.4228;Prioritas;0.165;Aman;-0.2578
MHS0702;9147;35;0;0;1;0;Manajemen;0.4168;Prioritas;0.1643;Aman;-0.2525
MHS0273;171;18;1;0;1;1;Desain Animasi dan Multimedia;0.0954;Aman;0.1638;Aman;0.0684
MHS0734;9085;18;0;0;0;0;Keperawatan Hewan;0.6336;Prioritas;0.1615;Aman;-0.4721
MHS0007;9003;21;1;0;1;0;Agronomi;0.4089;Prioritas;0.1609;Aman;-0.248
MHS0194;9853;18;0;0;1;0;Pendidikan Dasar;0.583;Prioritas;0.16;Aman;-0.423
MHS0690;9670;19;1;0;1;0;Manajemen Periklanan dan Pemasaran;0.3349;Prioritas;0.1598;Aman;-0.1751
MHS0125;9254;21;1;0;1;0;Pariwisata;0.4366;Prioritas;0.1586;Aman;-0.278
MHS0470;9070;29;0;0;1;0;Desain Komunikasi;0.4202;Prioritas;0.1575;Aman;-0.2627
MHS0091;33;26;0;0;1;0;Teknologi Produksi Biofuel;0.593;Prioritas;0.1563;Aman;-0.4367
MHS0564;9500;18;0;0;1;0;Keperawatan;0.1182;Aman;0.1541;Aman;0.0359
MHS0460;9147;41;0;1;1;0;Manajemen;0.7898;Kritis;0.1536;Aman;-0.6362
MHS0530;9991;40;0;0;1;0;Manajemen (kelas malam);0.3662;Prioritas;0.1516;Aman;-0.2146
MHS0667;9003;43;1;0;1;0;Agronomi;0.6351;Prioritas;0.1513;Aman;-0.4838
MHS0269;9085;20;0;0;1;0;Keperawatan Hewan;0.3517;Prioritas;0.1511;Aman;-0.2006
MHS0781;9670;18;0;0;1;1;Manajemen Periklanan dan Pemasaran;0.0341;Aman;0.151;Aman;0.1169
MHS0299;9991;31;0;0;1;0;Manajemen (kelas malam);0.4271;Prioritas;0.1508;Aman;-0.2763
MHS0198;9500;32;0;0;1;0;Keperawatan;0.2228;Prioritas;0.1472;Aman;-0.0756
MHS0054;9853;18;0;0;1;0;Pendidikan Dasar;0.3119;Prioritas;0.1463;Aman;-0.1656
MHS0695;9238;19;0;0;1;1;Pekerjaan Sosial;0.041;Aman;0.145;Aman;0.104
MHS0735;9085;19;0;0;1;1;Keperawatan Hewan;0.0497;Aman;0.1447;Aman;0.095
MHS0351;9500;19;0;0;1;0;Keperawatan;0.1165;Aman;0.1415;Aman;0.025
MHS0680;9853;23;0;0;1;0;Pendidikan Dasar;0.4724;Prioritas;0.1414;Aman;-0.331
MHS0123;9500;19;0;0;1;0;Keperawatan;0.0654;Aman;0.1412;Aman;0.0758
MHS0298;9147;19;1;0;1;0;Manajemen;0.6562;Kritis;0.1388;Aman;-0.5174
MHS0281;9670;21;1;0;1;0;Manajemen Periklanan dan Pemasaran;0.5011;Prioritas;0.1383;Aman;-0.3628
MHS0370;9085;18;0;0;1;0;Keperawatan Hewan;0.1502;Aman;0.1378;Aman;-0.0124
MHS0113;9853;19;0;0;1;0;Pendidikan Dasar;0.4726;Prioritas;0.1375;Aman;-0.3351
MHS0087;9853;18;0;0;1;0;Pendidikan Dasar;0.606;Prioritas;0.1356;Aman;-0.4704
MHS0632;9147;18;1;0;1;1;Manajemen;0.1993;Aman;0.1343;Aman;-0.065
MHS0737;9085;19;0;0;1;0;Keperawatan Hewan;0.127;Aman;0.1332;Aman;0.0062
MHS0064;8014;42;0;1;1;0;Pekerjaan Sosial (kelas malam);0.3973;Prioritas;0.1331;Aman;-0.2642
MHS0248;9254;20;1;0;1;0;Pariwisata;0.4706;Prioritas;0.1312;Aman;-0.3394
MHS0226;9500;19;0;0;1;1;Keperawatan;0.0553;Aman;0.1305;Aman;0.0752
MHS0747;9991;21;0;0;1;1;Manajemen (kelas malam);0.089;Aman;0.1302;Aman;0.0412
MHS0541;9254;18;0;0;1;0;Pariwisata;0.222;Prioritas;0.13;Aman;-0.092
MHS0657;9119;24;1;1;1;0;Teknik Informatika;0.7654;Kritis;0.1287;Aman;-0.6367
MHS0473;9991;28;1;0;1;0;Manajemen (kelas malam);0.5921;Prioritas;0.1276;Aman;-0.4645
MHS0527;9147;53;0;0;1;0;Manajemen;0.4297;Prioritas;0.1257;Aman;-0.304
MHS0760;8014;45;0;0;1;0;Pekerjaan Sosial (kelas malam);0.3714;Prioritas;0.1241;Aman;-0.2473
MHS0733;9070;20;0;0;1;0;Desain Komunikasi;0.1288;Aman;0.1221;Aman;-0.0067
MHS0218;9853;20;0;0;1;0;Pendidikan Dasar;0.3777;Prioritas;0.1221;Aman;-0.2556
MHS0002;9853;18;0;0;1;0;Pendidikan Dasar;0.6151;Prioritas;0.1214;Aman;-0.4937
MHS0052;9853;18;0;0;1;0;Pendidikan Dasar;0.4499;Prioritas;0.1209;Aman;-0.329
MHS0167;9773;18;0;0;1;0;Jurnalisme dan Komunikasi;0.1459;Aman;0.1207;Aman;-0.0252
MHS0348;9085;18;0;0;1;0;Keperawatan Hewan;0.3064;Prioritas;0.1206;Aman;-0.1858
MHS0407;9119;19;1;0;1;0;Teknik Informatika;0.8645;Kritis;0.1202;Aman;-0.7443
MHS0791;9853;18;1;0;1;0;Pendidikan Dasar;0.6882;Kritis;0.1199;Aman;-0.5683
MHS0500;8014;45;0;0;1;0;Pekerjaan Sosial (kelas malam);0.2412;Prioritas;0.1195;Aman;-0.1217
MHS0050;9500;20;0;0;1;0;Keperawatan;0.1802;Aman;0.1195;Aman;-0.0607
MHS0722;9003;22;0;0;1;0;Agronomi;0.3723;Prioritas;0.1191;Aman;-0.2532
MHS0304;9500;18;1;0;1;0;Keperawatan;0.223;Prioritas;0.1167;Aman;-0.1063
MHS0230;9147;18;1;0;1;0;Manajemen;0.6612;Kritis;0.1167;Aman;-0.5445
MHS0109;9003;20;0;1;1;0;Agronomi;0.331;Prioritas;0.1157;Aman;-0.2153
MHS0379;9773;19;1;0;1;1;Jurnalisme dan Komunikasi;0.2183;Aman;0.1156;Aman;-0.1027
MHS0677;9119;28;1;0;1;1;Teknik Informatika;0.592;Prioritas;0.1134;Aman;-0.4786
MHS0250;9147;18;1;0;1;0;Manajemen;0.5089;Prioritas;0.113;Aman;-0.3959
MHS0006;9500;19;1;0;1;0;Keperawatan;0.3458;Prioritas;0.1126;Aman;-0.2332
MHS0704;9773;20;0;0;1;0;Jurnalisme dan Komunikasi;0.31;Prioritas;0.1123;Aman;-0.1977
MHS0591;9500;23;0;0;1;0;Keperawatan;0.1723;Aman;0.1122;Aman;-0.0601
MHS0244;9147;20;1;0;1;0;Manajemen;0.4034;Prioritas;0.1119;Aman;-0.2915
MHS0755;9085;20;0;0;1;0;Keperawatan Hewan;0.3534;Prioritas;0.1109;Aman;-0.2425
MHS0521;9147;50;0;0;1;0;Manajemen;0.6257;Prioritas;0.1105;Aman;-0.5152
MHS0172;9991;41;1;0;1;1;Manajemen (kelas malam);0.3447;Prioritas;0.1101;Aman;-0.2346
MHS0371;9500;18;0;0;1;0;Keperawatan;0.3055;Prioritas;0.1072;Aman;-0.1983
MHS0556;9853;20;0;0;1;1;Pendidikan Dasar;0.2159;Aman;0.1069;Aman;-0.109
MHS0174;9500;20;0;0;1;1;Keperawatan;0.0266;Aman;0.1068;Aman;0.0802
MHS0323;9003;24;1;1;1;0;Agronomi;0.7595;Kritis;0.1065;Aman;-0.653
MHS0072;9070;18;0;0;1;1;Desain Komunikasi;0.0443;Aman;0.1049;Aman;0.0606
MHS0140;9853;20;0;0;1;0;Pendidikan Dasar;0.5704;Prioritas;0.1049;Aman;-0.4655
MHS0683;9500;19;0;0;1;1;Keperawatan;0.0504;Aman;0.1046;Aman;0.0542
MHS0475;9070;26;1;0;1;0;Desain Komunikasi;0.4035;Prioritas;0.1044;Aman;-0.2991
MHS0010;9500;19;0;0;1;1;Keperawatan;0.0201;Aman;0.104;Aman;0.0839
MHS0202;9853;18;0;0;1;0;Pendidikan Dasar;0.6074;Prioritas;0.1035;Aman;-0.5039
MHS0741;9556;22;0;0;1;0;Kesehatan Gigi dan Mulut;0.3371;Prioritas;0.1032;Aman;-0.2339
MHS0058;8014;20;0;0;1;0;Pekerjaan Sosial (kelas malam);0.1159;Aman;0.1029;Aman;-0.013
MHS0317;9670;21;1;0;1;0;Manajemen Periklanan dan Pemasaran;0.2009;Aman;0.1003;Aman;-0.1006
MHS0506;9670;19;0;0;1;0;Manajemen Periklanan dan Pemasaran;0.2544;Prioritas;0.0991;Aman;-0.1553
MHS0048;9003;24;0;0;1;0;Agronomi;0.2605;Prioritas;0.0991;Aman;-0.1614
MHS0376;9070;18;0;0;1;1;Desain Komunikasi;0.069;Aman;0.098;Aman;0.029
MHS0567;9147;20;0;0;1;0;Manajemen;0.5019;Prioritas;0.0971;Aman;-0.4048
MHS0405;9070;18;1;0;1;0;Desain Komunikasi;0.498;Prioritas;0.097;Aman;-0.401
MHS0204;9238;20;0;0;1;1;Pekerjaan Sosial;0.0847;Aman;0.0958;Aman;0.0111
MHS0422;9670;20;1;0;1;0;Manajemen Periklanan dan Pemasaran;0.3003;Prioritas;0.0951;Aman;-0.2052
MHS0504;9500;19;0;0;1;1;Keperawatan;0.0679;Aman;0.0948;Aman;0.0269
MHS0254;9003;28;1;0;1;0;Agronomi;0.3897;Prioritas;0.0932;Aman;-0.2965
MHS0412;9119;20;1;0;1;0;Teknik Informatika;0.7413;Kritis;0.0928;Aman;-0.6485
MHS0569;9500;18;0;0;1;0;Keperawatan;0.1734;Aman;0.0926;Aman;-0.0808
MHS0531;9991;36;0;0;1;0;Manajemen (kelas malam);0.4579;Prioritas;0.0925;Aman;-0.3654
MHS0083;9853;20;0;0;1;0;Pendidikan Dasar;0.4896;Prioritas;0.0924;Aman;-0.3972
MHS0354;9670;18;0;0;1;0;Manajemen Periklanan dan Pemasaran;0.1473;Aman;0.0913;Aman;-0.056
MHS0765;9070;18;0;0;1;0;Desain Komunikasi;0.1789;Aman;0.0913;Aman;-0.0876
MHS0542;9147;20;0;0;1;0;Manajemen;0.5157;Prioritas;0.0906;Aman;-0.4251
MHS0211;9773;18;0;0;1;0;Jurnalisme dan Komunikasi;0.3508;Prioritas;0.0901;Aman;-0.2607
MHS0489;9556;25;0;0;1;0;Kesehatan Gigi dan Mulut;0.552;Prioritas;0.0879;Aman;-0.4641
MHS0240;9254;18;0;0;1;1;Pariwisata;0.1016;Aman;0.0859;Aman;-0.0157
MHS0150;9085;20;0;0;1;0;Keperawatan Hewan;0.1056;Aman;0.0859;Aman;-0.0197
MHS0675;9119;24;1;0;1;1;Teknik Informatika;0.5693;Prioritas;0.0854;Aman;-0.4839
MHS0478;9500;43;1;0;1;0;Keperawatan;0.5045;Prioritas;0.085;Aman;-0.4195
MHS0291;9773;19;0;0;1;0;Jurnalisme dan Komunikasi;0.2556;Prioritas;0.0849;Aman;-0.1707
MHS0586;9991;35;0;0;1;1;Manajemen (kelas malam);0.27;Prioritas;0.0848;Aman;-0.1852
MHS0084;9238;21;0;0;1;1;Pekerjaan Sosial;0.0314;Aman;0.0847;Aman;0.0533
MHS0199;9991;24;1;0;1;0;Manajemen (kelas malam);0.7101;Kritis;0.0826;Aman;-0.6275
MHS0137;9130;20;0;0;1;0;Manajemen Kuda;0.5378;Prioritas;0.0824;Aman;-0.4554
MHS0612;9670;20;0;0;1;0;Manajemen Periklanan dan Pemasaran;0.2582;Prioritas;0.0822;Aman;-0.176
MHS0165;9500;34;0;0;1;0;Keperawatan;0.3151;Prioritas;0.0818;Aman;-0.2333
MHS0016;9254;26;1;0;1;0;Pariwisata;0.8417;Kritis;0.0807;Aman;-0.761
MHS0474;9670;20;1;0;1;0;Manajemen Periklanan dan Pemasaran;0.321;Prioritas;0.0806;Aman;-0.2404
MHS0040;9556;25;0;0;1;0;Kesehatan Gigi dan Mulut;0.5152;Prioritas;0.0806;Aman;-0.4346
MHS0476;9500;20;1;0;1;0;Keperawatan;0.2395;Prioritas;0.0804;Aman;-0.1591
MHS0275;9147;18;0;0;1;0;Manajemen;0.3095;Prioritas;0.0801;Aman;-0.2294
MHS0588;9147;30;0;0;1;0;Manajemen;0.2195;Aman;0.0793;Aman;-0.1402
MHS0241;9500;18;0;0;1;1;Keperawatan;0.026;Aman;0.0789;Aman;0.0529
MHS0128;9991;37;1;0;1;0;Manajemen (kelas malam);0.6077;Prioritas;0.0787;Aman;-0.529
MHS0296;9147;19;1;0;1;0;Manajemen;0.4247;Prioritas;0.0783;Aman;-0.3464
MHS0517;9070;18;0;0;1;0;Desain Komunikasi;0.1489;Aman;0.0775;Aman;-0.0714
MHS0197;9147;19;0;0;1;0;Manajemen;0.3656;Prioritas;0.0775;Aman;-0.2881
MHS0096;9119;18;1;0;1;1;Teknik Informatika;0.3942;Prioritas;0.0772;Aman;-0.317
MHS0019;9147;23;1;0;1;0;Manajemen;0.4646;Prioritas;0.077;Aman;-0.3876
MHS0420;9003;20;1;0;1;0;Agronomi;0.362;Prioritas;0.0765;Aman;-0.2855
MHS0431;9003;24;1;0;1;0;Agronomi;0.171;Aman;0.0762;Aman;-0.0948
MHS0088;9085;20;0;0;1;0;Keperawatan Hewan;0.2692;Prioritas;0.0756;Aman;-0.1936
MHS0005;9085;18;0;0;1;0;Keperawatan Hewan;0.1466;Aman;0.0748;Aman;-0.0718
MHS0592;9500;18;0;0;1;1;Keperawatan;0.0636;Aman;0.0745;Aman;0.0109
MHS0203;9003;37;0;1;1;0;Agronomi;0.6101;Prioritas;0.0731;Aman;-0.537
MHS0587;9500;26;0;0;1;0;Keperawatan;0.0919;Aman;0.0729;Aman;-0.019
MHS0186;9500;20;0;0;1;1;Keperawatan;0.0346;Aman;0.0727;Aman;0.0381
MHS0671;9070;18;1;0;1;0;Desain Komunikasi;0.4903;Prioritas;0.0722;Aman;-0.4181
MHS0668;9147;26;1;0;1;0;Manajemen;0.6567;Kritis;0.0719;Aman;-0.5848
MHS0739;9254;18;0;0;1;0;Pariwisata;0.4495;Prioritas;0.0716;Aman;-0.3779
MHS0546;9500;18;0;0;1;0;Keperawatan;0.2388;Prioritas;0.0716;Aman;-0.1672
MHS0029;9500;20;0;0;1;1;Keperawatan;0.0459;Aman;0.0715;Aman;0.0256
MHS0075;9254;19;0;0;1;0;Pariwisata;0.258;Prioritas;0.0706;Aman;-0.1874
MHS0615;9670;19;0;0;1;0;Manajemen Periklanan dan Pemasaran;0.2124;Aman;0.0703;Aman;-0.1421
MHS0077;9254;20;0;0;1;1;Pariwisata;0.19;Aman;0.0699;Aman;-0.1201
MHS0559;9670;19;0;0;1;0;Manajemen Periklanan dan Pemasaran;0.1227;Aman;0.0697;Aman;-0.053
MHS0105;9991;28;0;0;1;1;Manajemen (kelas malam);0.1991;Aman;0.0689;Aman;-0.1302
MHS0636;9991;34;1;0;1;0;Manajemen (kelas malam);0.6484;Prioritas;0.0682;Aman;-0.5802
MHS0545;9773;18;0;0;1;0;Jurnalisme dan Komunikasi;0.2016;Aman;0.0679;Aman;-0.1337
MHS0442;9254;23;1;0;1;0;Pariwisata;0.3422;Prioritas;0.0677;Aman;-0.2745
MHS0253;9670;25;0;0;1;1;Manajemen Periklanan dan Pemasaran;0.1757;Aman;0.0675;Aman;-0.1082
MHS0518;9147;18;0;0;1;0;Manajemen;0.4534;Prioritas;0.0674;Aman;-0.386
MHS0041;9500;19;0;0;1;0;Keperawatan;0.1773;Aman;0.0671;Aman;-0.1102
MHS0685;9003;19;1;0;1;0;Agronomi;0.2972;Prioritas;0.0653;Aman;-0.2319
MHS0665;9085;20;0;0;1;0;Keperawatan Hewan;0.3279;Prioritas;0.0653;Aman;-0.2626
MHS0256;9500;27;0;0;1;0;Keperawatan;0.2738;Prioritas;0.0648;Aman;-0.209
MHS0138;9500;19;0;0;1;0;Keperawatan;0.1377;Aman;0.0643;Aman;-0.0734
MHS0229;9085;20;0;0;1;0;Keperawatan Hewan;0.1814;Aman;0.0637;Aman;-0.1177
MHS0477;9853;20;1;0;1;1;Pendidikan Dasar;0.3682;Prioritas;0.0628;Aman;-0.3054
MHS0623;9991;24;0;0;1;0;Manajemen (kelas malam);0.474;Prioritas;0.0626;Aman;-0.4114
MHS0213;9070;20;1;0;1;1;Desain Komunikasi;0.0729;Aman;0.0613;Aman;-0.0116
MHS0788;9500;32;0;0;1;0;Keperawatan;0.2951;Prioritas;0.061;Aman;-0.2341
MHS0285;9085;18;1;0;1;0;Keperawatan Hewan;0.5664;Prioritas;0.0591;Aman;-0.5073
MHS0284;9773;18;1;0;1;0;Jurnalisme dan Komunikasi;0.3843;Prioritas;0.0588;Aman;-0.3255
MHS0146;9070;20;0;0;1;0;Desain Komunikasi;0.1947;Aman;0.0586;Aman;-0.1361
MHS0770;9254;25;1;0;1;0;Pariwisata;0.3561;Prioritas;0.0585;Aman;-0.2976
MHS0043;9070;19;0;0;1;0;Desain Komunikasi;0.1441;Aman;0.0584;Aman;-0.0857
MHS0729;9500;25;0;0;1;1;Keperawatan;0.1162;Aman;0.0583;Aman;-0.0579
MHS0687;9500;18;0;0;1;0;Keperawatan;0.1301;Aman;0.0582;Aman;-0.0719
MHS0003;9556;20;0;0;1;0;Kesehatan Gigi dan Mulut;0.3803;Prioritas;0.0578;Aman;-0.3225
MHS0394;9500;19;1;0;1;1;Keperawatan;0.1378;Aman;0.0558;Aman;-0.082
MHS0081;9147;19;0;0;1;0;Manajemen;0.2655;Prioritas;0.0557;Aman;-0.2098
MHS0453;9070;20;0;0;1;1;Desain Komunikasi;0.0691;Aman;0.0551;Aman;-0.014
MHS0773;9556;24;1;0;1;1;Kesehatan Gigi dan Mulut;0.4086;Prioritas;0.0551;Aman;-0.3535
MHS0785;9500;18;1;0;1;0;Keperawatan;0.1914;Aman;0.0545;Aman;-0.1369
MHS0532;8014;48;0;0;1;1;Pekerjaan Sosial (kelas malam);0.1547;Aman;0.0538;Aman;-0.1009
MHS0356;9254;21;0;0;1;0;Pariwisata;0.4015;Prioritas;0.0536;Aman;-0.3479
MHS0536;9556;28;0;0;1;0;Kesehatan Gigi dan Mulut;0.2006;Aman;0.0532;Aman;-0.1474
MHS0136;9147;20;1;0;1;0;Manajemen;0.4764;Prioritas;0.0526;Aman;-0.4238
MHS0237;9130;18;0;0;1;0;Manajemen Kuda;0.3588;Prioritas;0.0523;Aman;-0.3065
MHS0214;9119;18;1;0;1;1;Teknik Informatika;0.4008;Prioritas;0.0522;Aman;-0.3486
MHS0288;9991;27;0;0;1;0;Manajemen (kelas malam);0.4042;Prioritas;0.0521;Aman;-0.3521
MHS0130;9254;23;1;0;1;0;Pariwisata;0.4718;Prioritas;0.0521;Aman;-0.4197
MHS0022;9085;19;0;0;1;0;Keperawatan Hewan;0.2421;Prioritas;0.052;Aman;-0.1901
MHS0563;9500;21;0;0;1;0;Keperawatan;0.2239;Prioritas;0.052;Aman;-0.1719
MHS0789;9147;18;0;0;1;0;Manajemen;0.2655;Prioritas;0.0513;Aman;-0.2142
MHS0382;9119;20;1;0;1;1;Teknik Informatika;0.3631;Prioritas;0.0509;Aman;-0.3122
MHS0408;9070;22;1;0;1;1;Desain Komunikasi;0.0922;Aman;0.0505;Aman;-0.0417
MHS0732;9147;19;0;0;1;0;Manajemen;0.2709;Prioritas;0.0503;Aman;-0.2206
MHS0629;9500;19;0;0;1;1;Keperawatan;0.0535;Aman;0.0495;Aman;-0.004
MHS0166;9991;31;0;0;1;0;Manajemen (kelas malam);0.2663;Prioritas;0.0494;Aman;-0.2169
MHS0602;8014;26;1;0;1;0;Pekerjaan Sosial (kelas malam);0.2029;Aman;0.0493;Aman;-0.1536
MHS0080;9254;20;0;0;1;1;Pariwisata;0.0859;Aman;0.0491;Aman;-0.0368
MHS0397;9670;19;1;0;1;1;Manajemen Periklanan dan Pemasaran;0.1226;Aman;0.0487;Aman;-0.0739
MHS0511;9670;18;0;0;1;0;Manajemen Periklanan dan Pemasaran;0.2223;Prioritas;0.0486;Aman;-0.1737
MHS0028;9853;18;0;0;1;1;Pendidikan Dasar;0.1332;Aman;0.0484;Aman;-0.0848
MHS0594;9254;20;1;0;1;0;Pariwisata;0.3882;Prioritas;0.0483;Aman;-0.3399
MHS0543;9500;24;0;0;1;0;Keperawatan;0.2929;Prioritas;0.0483;Aman;-0.2446
MHS0724;8014;20;0;0;1;0;Pekerjaan Sosial (kelas malam);0.1888;Aman;0.048;Aman;-0.1408
MHS0271;8014;45;0;0;1;0;Pekerjaan Sosial (kelas malam);0.0914;Aman;0.0478;Aman;-0.0436
MHS0694;9254;20;0;0;1;1;Pariwisata;0.1373;Aman;0.0477;Aman;-0.0896
MHS0224;9500;27;0;0;1;1;Keperawatan;0.0793;Aman;0.0476;Aman;-0.0317
MHS0155;9085;18;0;0;1;0;Keperawatan Hewan;0.2322;Prioritas;0.0474;Aman;-0.1848
MHS0111;9147;20;0;0;1;0;Manajemen;0.4657;Prioritas;0.0463;Aman;-0.4194
MHS0558;9773;18;0;0;1;0;Jurnalisme dan Komunikasi;0.322;Prioritas;0.0457;Aman;-0.2763
MHS0618;9773;19;0;0;1;0;Jurnalisme dan Komunikasi;0.2147;Aman;0.0456;Aman;-0.1691
MHS0721;9070;19;0;0;1;0;Desain Komunikasi;0.1057;Aman;0.0452;Aman;-0.0605
MHS0053;9085;18;0;0;1;0;Keperawatan Hewan;0.1451;Aman;0.045;Aman;-0.1001
MHS0718;171;19;1;0;1;1;Desain Animasi dan Multimedia;0.1255;Aman;0.045;Aman;-0.0805
MHS0025;9500;20;0;0;1;0;Keperawatan;0.184;Aman;0.0449;Aman;-0.1391
MHS0604;9147;21;0;0;1;0;Manajemen;0.2235;Prioritas;0.044;Aman;-0.1795
MHS0205;9500;18;0;0;1;1;Keperawatan;0.0488;Aman;0.0439;Aman;-0.0049
MHS0725;9238;31;0;0;1;0;Pekerjaan Sosial;0.2801;Prioritas;0.0436;Aman;-0.2365
MHS0731;9556;20;0;0;1;0;Kesehatan Gigi dan Mulut;0.3561;Prioritas;0.0431;Aman;-0.313
MHS0513;9147;19;0;0;1;1;Manajemen;0.1067;Aman;0.0431;Aman;-0.0636
MHS0515;9670;19;0;0;1;1;Manajemen Periklanan dan Pemasaran;0.1439;Aman;0.0428;Aman;-0.1011
MHS0557;9238;19;0;0;1;0;Pekerjaan Sosial;0.0817;Aman;0.0423;Aman;-0.0394
MHS0228;9238;20;0;0;1;1;Pekerjaan Sosial;0.0397;Aman;0.0422;Aman;0.0025
MHS0573;9238;19;0;0;1;1;Pekerjaan Sosial;0.0971;Aman;0.0416;Aman;-0.0555
MHS0621;9556;19;0;0;1;0;Kesehatan Gigi dan Mulut;0.3518;Prioritas;0.0411;Aman;-0.3107
MHS0440;9003;20;1;0;1;1;Agronomi;0.1362;Aman;0.0407;Aman;-0.0955
